id,Length,Height,Whole weight,Sex_I,Sex_M,DimensionsCluster,Rings
615,0.565,0.165,0.8465,0,0,0,14
616,0.525,0.13,0.567,1,0,1,9
617,0.46,0.12,0.4965,1,0,1,10
618,0.555,0.15,0.9085,1,0,0,8
619,0.49,0.13,0.6075,0,0,0,7
620,0.585,0.175,1.09,0,0,0,14
621,0.56,0.125,0.8265,0,0,0,15
622,0.67,0.175,1.489,0,0,2,11
623,0.51,0.135,0.6595,1,0,0,7
624,0.57,0.18,1.1,0,1,0,19
625,0.505,0.135,0.5965,0,1,0,8
626,0.515,0.125,0.6115,1,0,0,9
627,0.47,0.115,0.4555,0,0,1,9
628,0.35,0.09,0.1775,1,0,1,6
629,0.275,0.065,0.096,1,0,1,6
630,0.58,0.155,0.9895,0,1,0,8
631,0.57,0.155,0.977,0,0,0,9
632,0.58,0.135,0.98,0,1,0,11
633,0.595,0.16,0.9175,0,1,0,10
634,0.575,0.15,0.983,0,1,0,8
635,0.485,0.115,0.5885,0,0,1,9
636,0.5,0.145,0.741,0,1,0,17
637,0.595,0.165,1.0835,0,0,0,12
638,0.575,0.125,0.8605,1,0,0,8
639,0.635,0.17,1.13,0,1,0,10
640,0.52,0.14,0.7365,1,0,0,8
641,0.615,0.175,1.0485,0,1,0,9
642,0.62,0.17,1.0105,0,1,0,11
643,0.615,0.16,1.1155,0,0,0,9
644,0.585,0.15,0.906,0,0,0,9
645,0.52,0.17,0.836,0,0,0,13
646,0.385,0.08,0.271,1,0,1,6
647,0.585,0.155,1.099,0,0,0,12
648,0.575,0.145,1.0135,0,1,0,10
649,0.705,0.225,2.555,0,1,2,13
650,0.51,0.15,0.6835,0,0,0,10
651,0.435,0.09,0.3245,1,0,1,5
652,0.335,0.105,0.183,0,1,1,8
653,0.53,0.13,0.651,1,0,0,8
654,0.715,0.185,1.787,0,1,2,13
655,0.72,0.21,1.9335,0,0,2,11
656,0.595,0.165,1.0385,0,0,0,10
657,0.37,0.1,0.2775,1,0,1,7
658,0.51,0.135,0.632,0,0,0,9
659,0.58,0.135,0.9175,0,0,0,9
660,0.545,0.155,0.857,0,0,0,11
661,0.545,0.155,0.7355,0,0,0,12
662,0.41,0.1,0.3745,1,0,1,7
663,0.445,0.14,0.4425,0,1,1,7
664,0.59,0.15,1.034,0,0,0,10
665,0.44,0.12,0.4155,1,0,1,6
666,0.585,0.145,0.997,0,0,0,13
667,0.6,0.155,0.9355,0,1,0,10
668,0.52,0.14,0.547,1,0,1,8
669,0.615,0.175,1.0805,0,1,0,9
670,0.72,0.21,2.069,0,0,2,12
671,0.58,0.125,0.72,0,0,0,11
672,0.45,0.115,0.479,0,0,1,6
673,0.35,0.09,0.192,1,0,1,7
674,0.655,0.19,1.33,0,0,2,15
675,0.66,0.18,1.494,0,0,2,11
676,0.52,0.11,0.5555,1,0,1,9
677,0.415,0.09,0.3325,1,0,1,9
678,0.565,0.13,1.1345,1,0,0,16
679,0.625,0.155,1.1575,0,1,0,12
680,0.675,0.17,1.4095,0,0,2,12
681,0.575,0.165,1.098,0,1,0,10
682,0.475,0.1,0.4775,0,0,1,8
683,0.585,0.18,1.1155,0,0,0,9
684,0.44,0.125,0.494,1,0,1,8
685,0.435,0.125,0.4155,1,0,1,9
686,0.63,0.2,1.3765,0,0,2,17
687,0.465,0.105,0.498,1,0,1,8
688,0.565,0.16,0.938,0,1,0,12
689,0.48,0.125,0.474,1,0,1,9
690,0.645,0.225,1.3685,0,1,2,15
691,0.64,0.17,1.5255,0,1,2,11
692,0.465,0.115,0.4055,1,0,1,9
693,0.525,0.12,0.6355,0,0,0,9
694,0.55,0.14,0.6385,1,0,0,8
695,0.27,0.07,0.1105,1,0,1,6
696,0.645,0.175,1.4545,0,1,2,10
697,0.32,0.085,0.1785,1,0,1,6
698,0.515,0.13,0.6275,0,1,0,9
699,0.475,0.13,0.547,1,0,1,8
700,0.525,0.13,0.7485,0,0,0,12
701,0.67,0.185,1.6395,0,0,2,17
702,0.565,0.155,0.8395,0,1,0,13
703,0.3,0.085,0.1285,1,0,1,5
704,0.745,0.205,1.913,0,0,2,10
705,0.56,0.16,0.922,0,1,0,8
706,0.555,0.14,0.7495,1,0,0,10
707,0.6,0.165,1.073,0,1,0,10
708,0.46,0.13,0.474,1,0,1,7
709,0.575,0.15,1.0405,0,0,0,9
710,0.665,0.175,1.3875,0,0,2,9
711,0.5,0.14,0.6895,0,0,0,9
712,0.57,0.155,0.959,0,1,0,9
713,0.58,0.14,0.927,0,1,0,8
714,0.72,0.18,1.626,0,1,2,11
715,0.585,0.155,0.8625,0,1,0,10
716,0.375,0.1,0.279,1,0,1,7
717,0.68,0.185,1.8795,0,0,2,11
718,0.61,0.145,1.0315,0,0,0,9
719,0.53,0.12,0.651,0,0,0,9
720,0.535,0.165,0.8165,0,0,0,13
721,0.525,0.115,0.5205,1,0,1,8
722,0.51,0.135,0.7155,0,1,0,9
723,0.33,0.08,0.1585,1,0,1,7
724,0.395,0.1,0.271,1,0,1,7
725,0.505,0.15,0.646,0,0,0,8
726,0.37,0.09,0.2295,1,0,1,7
727,0.615,0.16,1.1075,0,1,0,10
728,0.645,0.175,1.496,0,0,2,19
729,0.485,0.1,0.4775,0,0,1,7
730,0.61,0.15,1.0915,0,0,0,9
731,0.54,0.14,0.8295,0,1,0,13
732,0.555,0.14,0.945,0,0,0,10
733,0.345,0.1,0.197,1,0,1,7
734,0.36,0.08,0.17,1,0,1,6
735,0.585,0.16,0.886,0,1,0,10
736,0.41,0.105,0.365,1,0,1,6
737,0.57,0.14,0.7665,1,0,0,8
738,0.585,0.16,0.9945,0,1,0,23
739,0.25,0.065,0.0685,1,0,1,6
740,0.275,0.075,0.1055,1,0,1,8
741,0.435,0.11,0.3685,1,0,1,8
742,0.46,0.12,0.49,0,0,1,9
743,0.42,0.11,0.4195,0,1,1,7
744,0.535,0.13,0.8045,0,0,0,13
745,0.27,0.06,0.1125,1,0,1,5
746,0.535,0.125,0.7365,1,0,0,9
747,0.575,0.15,0.812,1,0,0,8
748,0.62,0.165,1.307,0,1,2,13
749,0.55,0.135,0.636,1,0,0,9
750,0.605,0.16,1.1005,0,0,0,15
751,0.305,0.075,0.1135,1,0,1,6
752,0.51,0.13,0.6345,1,0,0,8
753,0.44,0.105,0.495,0,0,1,8
754,0.575,0.145,0.99,0,1,0,8
755,0.295,0.09,0.2075,1,0,1,6
756,0.58,0.135,0.7855,0,0,0,9
757,0.605,0.145,1.0615,0,1,0,11
758,0.535,0.17,1.044,0,1,0,13
759,0.59,0.145,0.927,0,1,0,15
760,0.505,0.145,0.7155,1,0,0,9
761,0.515,0.135,0.8015,0,0,0,13
762,0.415,0.1,0.3295,0,1,1,8
763,0.59,0.16,0.958,1,0,0,11
764,0.505,0.13,0.608,1,0,0,11
765,0.575,0.145,0.8375,0,0,0,16
766,0.58,0.19,1.3905,0,0,2,12
767,0.545,0.145,1.0115,0,1,0,12
768,0.42,0.1,0.358,1,0,1,8
769,0.58,0.15,1.1115,0,1,0,10
770,0.575,0.145,0.844,0,0,0,10
771,0.57,0.145,1.017,0,1,0,9
772,0.45,0.1,0.435,0,1,1,8
773,0.57,0.15,0.838,1,0,0,11
774,0.41,0.09,0.279,1,0,1,8
775,0.53,0.155,0.6985,0,0,0,10
776,0.49,0.13,0.5105,0,1,1,9
777,0.44,0.11,0.411,1,0,1,7
778,0.57,0.135,0.827,0,1,0,10
779,0.28,0.07,0.1045,1,0,1,7
780,0.315,0.075,0.1735,1,0,1,5
781,0.58,0.16,0.9975,0,0,0,10
782,0.495,0.115,0.5805,1,0,1,8
783,0.645,0.2,1.1785,0,0,0,11
784,0.615,0.15,1.0605,0,0,0,9
785,0.475,0.135,0.521,1,0,1,7
786,0.445,0.105,0.447,0,1,1,7
787,0.58,0.145,0.837,0,0,0,9
788,0.525,0.14,0.7665,1,0,0,8
789,0.305,0.075,0.1485,1,0,1,7
790,0.37,0.085,0.18,1,0,1,6
791,0.555,0.17,0.906,0,1,0,11
792,0.37,0.085,0.258,1,0,1,5
793,0.58,0.15,1.0465,0,1,0,9
794,0.57,0.155,0.9125,0,1,0,9
795,0.37,0.105,0.218,1,0,1,8
796,0.67,0.195,1.39,0,0,2,11
797,0.55,0.145,0.7715,1,0,0,13
798,0.275,0.065,0.097,1,0,1,4
799,0.47,0.12,0.494,1,0,1,9
800,0.185,0.025,0.028,1,0,1,4
801,0.655,0.15,1.2525,0,0,2,10
802,0.515,0.125,0.6325,0,1,0,8
803,0.535,0.155,0.7225,0,1,0,9
804,0.375,0.08,0.2165,1,0,1,7
805,0.55,0.13,0.6275,1,0,0,8
806,0.335,0.075,0.196,1,0,1,6
807,0.31,0.065,0.1195,1,0,1,6
808,0.435,0.1,0.4035,1,0,1,6
809,0.5,0.125,0.6125,0,1,0,9
810,0.585,0.155,0.9885,1,0,0,10
811,0.47,0.12,0.494,1,0,1,8
812,0.5,0.15,0.592,0,1,1,9
813,0.66,0.195,1.4415,0,0,2,11
814,0.595,0.145,0.9815,0,0,0,10
815,0.62,0.16,1.0915,1,0,0,10
816,0.59,0.175,1.187,0,1,0,10
817,0.575,0.16,0.985,0,0,0,13
818,0.58,0.155,1.081,0,0,0,17
819,0.36,0.085,0.1765,1,0,1,9
820,0.5,0.125,0.6395,1,0,0,8
821,0.41,0.095,0.3685,1,0,1,9
822,0.44,0.11,0.4555,0,0,1,12
823,0.39,0.11,0.3055,1,0,1,7
824,0.595,0.195,1.2135,0,1,2,13
825,0.655,0.165,1.4455,0,0,2,10
826,0.315,0.075,0.1295,1,0,1,5
827,0.575,0.15,0.857,0,1,0,9
828,0.525,0.14,0.7365,0,1,0,9
829,0.275,0.085,0.097,1,0,1,5
830,0.315,0.075,0.1295,1,0,1,7
831,0.52,0.135,0.6765,1,0,0,8
832,0.28,0.08,0.127,1,0,1,10
833,0.545,0.125,0.7165,1,0,0,8
834,0.6,0.13,0.826,0,1,0,9
835,0.495,0.15,0.8085,0,0,0,11
836,0.575,0.14,0.872,0,0,0,20
837,0.595,0.155,1.3305,0,1,2,11
838,0.34,0.095,0.1605,0,1,1,7
839,0.595,0.15,0.7955,1,0,0,13
840,0.415,0.13,0.3645,1,0,1,8
841,0.625,0.165,1.1875,0,1,0,11
842,0.475,0.12,0.5205,1,0,1,8
843,0.62,0.15,1.2255,0,0,2,9
844,0.595,0.185,1.217,1,0,2,15
845,0.515,0.14,0.6355,1,0,0,8
846,0.33,0.09,0.156,1,0,1,5
847,0.475,0.105,0.5885,1,0,1,8
848,0.52,0.135,0.6765,0,0,0,10
849,0.54,0.12,0.8825,0,0,0,11
850,0.47,0.115,0.5125,0,1,1,8
851,0.605,0.145,0.906,0,1,0,13
852,0.6,0.145,1.107,0,1,0,10
853,0.61,0.165,1.3435,0,1,2,11
854,0.45,0.11,0.4405,1,0,1,7
855,0.595,0.155,1.053,0,1,0,10
856,0.5,0.135,0.5795,1,0,1,9
857,0.63,0.15,1.1665,0,1,0,9
858,0.275,0.075,0.1185,1,0,1,6
859,0.655,0.175,1.463,0,0,2,11
860,0.695,0.185,1.8275,0,1,2,11
861,0.25,0.065,0.0865,1,0,1,7
862,0.58,0.15,0.927,0,1,0,11
863,0.64,0.185,1.33,0,1,2,9
864,0.49,0.125,0.4765,0,0,1,12
865,0.565,0.135,0.7435,0,0,0,11
866,0.425,0.1,0.3245,1,0,1,7
867,0.425,0.11,0.3085,0,1,1,9
868,0.47,0.125,0.4365,1,0,1,9
869,0.46,0.11,0.4965,1,0,1,8
870,0.515,0.13,0.7305,1,0,0,6
871,0.34,0.08,0.1735,1,0,1,6
872,0.55,0.135,0.8395,0,1,0,9
873,0.475,0.105,0.4415,0,1,1,12
874,0.705,0.205,1.886,0,0,2,10
875,0.64,0.18,1.3445,0,0,2,9
876,0.43,0.1,0.366,1,0,1,7
877,0.605,0.15,1.0735,0,1,0,9
878,0.375,0.08,0.2535,1,0,1,6
879,0.61,0.175,1.1155,0,1,0,9
880,0.665,0.185,1.587,0,0,2,11
881,0.43,0.105,0.38,0,1,1,8
882,0.575,0.15,1.05,0,0,0,15
883,0.52,0.135,0.6725,0,1,0,8
884,0.525,0.13,0.7165,1,0,0,12
885,0.515,0.145,0.6355,0,0,0,13
886,0.5,0.12,0.4655,1,0,1,7
887,0.405,0.09,0.252,1,0,1,7
888,0.515,0.135,0.7865,0,1,0,11
889,0.555,0.125,0.794,1,0,0,8
890,0.215,0.05,0.048,1,0,1,4
891,0.385,0.1,0.3515,1,0,1,7
892,0.525,0.11,0.6995,1,0,0,8
893,0.435,0.115,0.417,1,0,1,8
894,0.545,0.16,1.0025,0,0,0,10
895,0.58,0.165,0.929,0,1,0,11
896,0.425,0.095,0.3215,1,0,1,7
897,0.58,0.15,0.927,0,0,0,11
898,0.315,0.07,0.1765,0,1,1,7
899,0.58,0.145,0.8465,0,0,0,13
900,0.42,0.11,0.3335,1,0,1,9
901,0.48,0.11,0.5895,1,0,1,8
902,0.465,0.105,0.3675,0,0,1,10
903,0.425,0.17,0.4385,1,0,1,5
904,0.485,0.12,0.528,1,0,1,8
905,0.54,0.14,0.813,0,0,0,9
906,0.49,0.125,0.4965,1,0,1,8
907,0.69,0.175,1.8795,0,1,2,14
908,0.48,0.135,0.594,1,0,1,8
909,0.175,0.04,0.029,1,0,1,4
910,0.585,0.15,0.945,0,1,0,10
911,0.585,0.145,0.9055,0,0,0,15
912,0.605,0.15,1.1155,0,0,0,10
913,0.685,0.17,1.566,0,1,2,13
914,0.51,0.145,0.6535,1,0,0,15
915,0.385,0.09,0.2775,1,0,1,7
916,0.665,0.18,1.3485,0,0,2,10
917,0.52,0.145,0.6515,1,0,0,9
918,0.635,0.14,1.129,0,0,0,8
919,0.585,0.155,1.0455,0,1,0,12
920,0.575,0.15,0.8665,0,0,0,9
921,0.43,0.115,0.4025,1,0,1,6
922,0.46,0.115,0.4995,1,0,1,10
923,0.45,0.125,0.5425,0,0,1,13
924,0.375,0.08,0.1455,1,0,1,6
925,0.595,0.155,1.116,0,0,0,9
926,0.57,0.18,0.903,0,0,0,9
927,0.565,0.18,0.895,0,0,0,10
928,0.47,0.12,0.5895,0,1,1,8
929,0.54,0.15,0.7635,0,1,0,10
930,0.25,0.06,0.0685,1,0,1,4
931,0.48,0.1,0.5395,1,0,1,7
932,0.545,0.185,0.9535,0,0,0,15
933,0.46,0.1,0.4385,1,0,1,9
934,0.58,0.155,1.012,0,1,0,9
935,0.58,0.165,1.081,0,1,0,10
936,0.66,0.175,1.4935,0,0,2,11
937,0.65,0.17,1.527,0,1,2,9
938,0.505,0.125,0.498,0,0,1,10
939,0.565,0.15,0.8575,0,0,0,12
940,0.565,0.15,0.834,0,1,0,9
941,0.63,0.155,1.0605,0,1,0,11
942,0.765,0.215,2.173,0,0,2,11
943,0.52,0.135,0.5915,0,1,0,10
944,0.47,0.115,0.4995,0,0,1,6
945,0.39,0.11,0.3105,1,0,1,7
946,0.62,0.17,1.274,0,1,2,10
947,0.605,0.175,1.2785,0,1,2,13
948,0.69,0.19,1.492,0,0,2,11
949,0.615,0.165,0.9535,0,0,0,10
950,0.61,0.17,1.139,0,0,0,9
951,0.445,0.11,0.4415,1,0,1,8
952,0.455,0.11,0.4355,1,0,1,7
953,0.495,0.11,0.495,0,1,1,8
954,0.345,0.095,0.1985,1,0,1,7
955,0.5,0.135,0.717,0,0,0,13
956,0.425,0.1,0.3675,1,0,1,7
957,0.72,0.195,2.381,0,1,2,12
958,0.5,0.15,0.6295,0,1,0,9
959,0.585,0.155,1.12,0,0,0,9
960,0.43,0.095,0.393,1,0,1,7
961,0.54,0.15,0.8525,0,0,0,9
962,0.37,0.105,0.2615,1,0,1,9
963,0.25,0.06,0.1055,1,0,1,5
964,0.61,0.18,1.2415,0,1,2,16
965,0.56,0.145,0.8045,1,0,0,8
966,0.435,0.11,0.4355,1,0,1,8
967,0.545,0.135,0.769,1,0,0,8
968,0.385,0.09,0.2465,1,0,1,7
969,0.505,0.15,0.7995,0,0,0,12
970,0.605,0.19,1.0725,0,0,0,25
971,0.46,0.115,0.4745,1,0,1,7
972,0.46,0.1,0.3675,1,0,1,8
973,0.32,0.085,0.1785,1,0,1,3
974,0.69,0.2,1.689,0,0,2,13
975,0.5,0.12,0.597,1,0,0,8
976,0.64,0.185,1.6015,0,1,2,10
977,0.585,0.135,0.908,0,0,0,9
978,0.51,0.135,0.769,0,1,0,9
979,0.41,0.115,0.3595,1,0,1,9
980,0.295,0.075,0.1285,1,0,1,7
981,0.54,0.165,0.8295,0,1,0,9
982,0.69,0.2,1.3835,0,1,2,13
983,0.28,0.065,0.098,1,0,1,6
984,0.505,0.125,0.6375,0,0,0,9
985,0.365,0.085,0.2595,1,0,1,7
986,0.6,0.15,1.238,0,1,2,9
987,0.495,0.125,0.5955,1,0,1,8
988,0.3,0.065,0.1455,1,0,1,6
989,0.68,0.175,1.5945,0,0,2,12
990,0.365,0.085,0.187,1,0,1,7
991,0.505,0.115,0.689,0,0,0,10
992,0.575,0.16,1.0475,0,1,0,10
993,0.305,0.07,0.14,1,0,1,6
994,0.27,0.055,0.075,1,0,1,4
995,0.47,0.13,0.474,1,0,1,8
996,0.57,0.15,1.0835,0,1,0,9
997,0.57,0.15,0.8995,1,0,0,9
998,0.6,0.145,1.0035,0,1,0,10
999,0.64,0.18,1.1185,0,1,0,10
1000,0.57,0.15,1.0985,0,1,0,9
1001,0.65,0.165,1.403,0,0,2,9
1002,0.405,0.1,0.3525,1,0,1,6
1003,0.59,0.17,1.096,0,1,0,17
1004,0.585,0.165,1.1165,0,0,0,10
1005,0.69,0.195,1.5415,0,1,2,11
1006,0.695,0.235,1.4765,0,0,2,12
1007,0.595,0.17,1.1345,0,0,0,10
1008,0.33,0.085,0.1965,1,0,1,7
1009,0.65,0.155,1.114,0,1,0,9
1010,0.605,0.175,1.1025,0,0,0,10
1011,0.575,0.135,0.8005,0,0,0,9
1012,0.635,0.15,1.3695,0,0,2,9
1013,0.6,0.175,1.1135,0,1,0,13
1014,0.47,0.12,0.4485,0,1,1,9
1015,0.45,0.11,0.3735,1,0,1,8
1016,0.55,0.14,0.7805,1,0,0,9
1017,0.36,0.085,0.1725,0,1,1,6
1018,0.6,0.17,1.1805,0,1,0,10
1019,0.52,0.15,0.7535,0,1,0,12
1020,0.46,0.115,0.4725,0,1,1,8
1021,0.525,0.155,0.717,0,0,0,10
1022,0.58,0.17,0.871,0,0,0,15
1023,0.59,0.195,1.1,0,0,0,16
1024,0.615,0.175,1.2315,0,0,2,10
1025,0.515,0.135,0.6555,0,1,0,9
1026,0.17,0.045,0.0235,1,0,1,4
1027,0.525,0.13,0.6295,0,1,0,9
1028,0.585,0.155,0.991,0,0,0,13
1029,0.58,0.155,0.97,0,0,0,12
1030,0.49,0.12,0.5805,1,0,1,8
1031,0.595,0.14,0.955,0,0,0,11
1032,0.5,0.11,0.5125,0,1,1,9
1033,0.515,0.12,0.6245,1,0,0,8
1034,0.6,0.17,1.056,0,0,0,10
1035,0.525,0.135,0.717,0,1,0,9
1036,0.335,0.08,0.1595,1,0,1,7
1037,0.545,0.13,0.8435,0,1,0,11
1038,0.375,0.125,0.3295,1,0,1,6
1039,0.675,0.195,1.7095,0,0,2,12
1040,0.59,0.135,1.013,0,0,0,8
1041,0.59,0.145,0.9165,0,1,0,8
1042,0.4,0.09,0.2775,1,0,1,8
1043,0.52,0.135,0.633,1,0,0,8
1044,0.575,0.17,0.9765,0,0,0,13
1045,0.485,0.125,0.5585,0,1,1,10
1046,0.37,0.09,0.2845,1,0,1,7
1047,0.69,0.185,1.607,0,0,2,11
1048,0.56,0.135,0.931,1,0,0,8
1049,0.5,0.125,0.6795,0,1,0,9
1050,0.39,0.08,0.2665,1,0,1,7
1051,0.6,0.14,1.038,0,1,0,9
1052,0.585,0.165,1.1,0,0,0,12
1053,0.27,0.065,0.1385,1,0,1,7
1054,0.625,0.15,1.1345,0,0,0,10
1055,0.44,0.105,0.435,0,1,1,12
1056,0.52,0.14,0.769,1,0,0,11
1057,0.435,0.11,0.3445,1,0,1,8
1058,0.34,0.07,0.1915,1,0,1,7
1059,0.555,0.12,0.7075,0,1,0,8
1060,0.575,0.145,0.9235,1,0,0,9
1061,0.555,0.165,0.8665,0,1,0,8
1062,0.565,0.175,0.858,0,0,0,14
1063,0.37,0.095,0.2215,1,0,1,7
1064,0.4,0.105,0.347,1,0,1,8
1065,0.385,0.1,0.282,1,0,1,6
1066,0.64,0.165,1.1965,0,0,0,9
1067,0.57,0.135,0.9505,0,0,0,15
1068,0.58,0.155,1.008,0,1,0,10
1069,0.515,0.125,0.6125,0,0,0,8
1070,0.575,0.145,0.9355,0,0,0,10
1071,0.505,0.135,0.66,0,1,0,10
1072,0.63,0.155,1.336,0,1,2,10
1073,0.53,0.14,0.78,1,0,0,9
1074,0.625,0.16,1.3725,0,0,2,11
1075,0.5,0.105,0.4415,1,0,1,7
1076,0.56,0.155,0.874,0,0,0,14
1077,0.37,0.095,0.2175,1,0,1,9
1078,0.255,0.07,0.086,1,0,1,5
1079,0.655,0.22,1.2695,0,1,2,13
1080,0.66,0.165,1.6195,0,0,2,10
1081,0.375,0.11,0.2645,1,0,1,7
1082,0.555,0.145,0.8145,0,1,0,9
1083,0.41,0.1,0.3305,0,1,1,10
1084,0.475,0.125,0.667,1,0,0,8
1085,0.67,0.19,1.3445,0,1,2,13
1086,0.64,0.175,1.3765,0,0,2,11
1087,0.62,0.18,1.1955,0,1,0,10
1088,0.665,0.19,1.6385,0,1,2,10
1089,0.52,0.115,0.7905,0,1,0,11
1090,0.5,0.14,0.636,1,0,0,7
1091,0.59,0.14,0.8395,1,0,0,9
1092,0.63,0.15,1.12,0,0,0,9
1093,0.37,0.09,0.2655,1,0,1,7
1094,0.415,0.09,0.3245,1,0,1,7
1095,0.26,0.03,0.093,1,0,1,3
1096,0.35,0.07,0.207,1,0,1,5
1097,0.44,0.1,0.3615,1,0,1,7
1098,0.545,0.14,0.836,0,1,0,9
1099,0.53,0.13,0.7675,0,0,0,9
1100,0.705,0.195,1.978,0,1,2,17
1101,0.625,0.16,1.3245,0,1,2,10
1102,0.595,0.155,1.0285,0,1,0,9
1103,0.65,0.15,1.2615,0,1,2,9
1104,0.68,0.18,1.6115,0,1,2,11
1105,0.41,0.095,0.3415,1,0,1,7
1106,0.46,0.12,0.495,0,0,1,15
1107,0.51,0.125,0.6345,1,0,0,8
1108,0.59,0.15,0.976,0,0,0,8
1109,0.275,0.065,0.092,1,0,1,5
1110,0.59,0.15,1.1405,0,1,0,10
1111,0.53,0.13,0.8115,0,0,0,9
1112,0.63,0.165,1.3745,0,1,2,10
1113,0.575,0.155,0.7955,0,1,0,11
1114,0.57,0.14,0.853,0,1,0,8
1115,0.605,0.155,1.1835,0,0,0,10
1116,0.67,0.205,1.8445,0,0,2,12
1117,0.635,0.17,1.2435,0,0,2,9
1118,0.465,0.135,0.4865,1,0,1,8
1119,0.335,0.075,0.1565,1,0,1,8
1120,0.445,0.09,0.358,1,0,1,7
1121,0.45,0.115,0.3625,1,0,1,8
1122,0.655,0.175,1.4135,0,1,2,10
1123,0.665,0.19,1.4385,0,1,2,11
1124,0.585,0.16,0.8625,0,1,0,11
1125,0.6,0.17,1.1015,0,0,0,23
1126,0.385,0.095,0.3245,1,0,1,8
1127,0.58,0.155,0.869,0,1,0,8
1128,0.615,0.16,1.1005,0,0,0,10
1129,0.25,0.05,0.042,1,0,1,5
1130,0.55,0.15,0.8945,1,0,0,8
1131,0.515,0.13,0.6635,1,0,0,9
1132,0.545,0.145,0.7805,0,1,0,13
1133,0.29,0.085,0.1185,1,0,1,6
1134,0.585,0.135,0.953,0,1,0,9
1135,0.655,0.195,1.494,0,1,2,15
1136,0.555,0.13,0.7665,1,0,0,8
1137,0.28,0.075,0.101,1,0,1,5
1138,0.415,0.105,0.3775,1,0,1,6
1139,0.545,0.135,0.814,0,0,0,10
1140,0.39,0.1,0.2885,1,0,1,7
1141,0.635,0.225,1.3695,0,1,2,20
1142,0.45,0.125,0.4545,1,0,1,9
1143,0.65,0.175,1.48,0,0,2,10
1144,0.66,0.2,1.5595,0,1,2,11
1145,0.65,0.185,1.5055,0,0,2,12
1146,0.63,0.19,1.4285,0,0,2,11
1147,0.485,0.105,0.4995,1,0,1,7
1148,0.67,0.17,1.523,0,1,2,21
1149,0.725,0.185,1.8565,0,1,2,11
1150,0.47,0.1,0.406,1,0,1,10
1151,0.555,0.165,0.915,0,0,0,16
1152,0.55,0.15,0.7365,0,1,0,9
1153,0.615,0.18,1.0515,0,1,0,9
1154,0.545,0.135,0.8445,0,0,0,10
1155,0.46,0.105,0.44,1,0,1,7
1156,0.505,0.115,0.5685,0,1,1,8
1157,0.575,0.14,0.9175,0,0,0,11
1158,0.44,0.105,0.3555,0,0,1,9
1159,0.63,0.18,1.2655,0,1,2,13
1160,0.55,0.13,0.868,0,1,0,9
1161,0.41,0.105,0.3245,1,0,1,8
1162,0.54,0.175,0.9415,1,0,0,10
1163,0.495,0.125,0.4775,1,0,1,8
1164,0.395,0.1,0.282,1,0,1,8
1165,0.525,0.135,0.6355,0,0,0,9
1166,0.44,0.11,0.3515,1,0,1,7
1167,0.42,0.105,0.3305,0,0,1,7
1168,0.565,0.14,0.869,0,0,0,10
1169,0.645,0.175,1.3595,0,1,2,10
1170,0.585,0.165,0.9685,0,1,0,13
1171,0.445,0.105,0.4365,0,1,1,7
1172,0.425,0.1,0.3315,1,0,1,7
1173,0.505,0.125,0.6435,0,1,0,8
1174,0.45,0.135,0.447,1,0,1,9
1175,0.61,0.165,1.1185,0,0,0,10
1176,0.54,0.185,1.06,0,1,0,11
1177,0.65,0.165,1.297,0,1,2,9
1178,0.335,0.075,0.1695,1,0,1,6
1179,0.615,0.17,1.2695,0,0,2,11
1180,0.39,0.1,0.2715,1,0,1,7
1181,0.56,0.15,0.7915,0,0,0,12
1182,0.565,0.155,0.9355,0,1,0,8
1183,0.6,0.125,0.955,0,1,0,8
1184,0.435,0.105,0.4015,1,0,1,7
1185,0.55,0.155,0.967,0,1,0,9
1186,0.61,0.185,1.3445,0,1,2,11
1187,0.68,0.215,1.739,0,0,2,10
1188,0.575,0.14,0.8365,0,1,0,8
1189,0.495,0.14,0.6335,1,0,0,8
1190,0.645,0.205,1.337,0,0,2,14
1191,0.655,0.18,1.3765,0,1,2,10
1192,0.36,0.095,0.197,1,0,1,7
1193,0.67,0.185,1.5165,0,0,2,11
1194,0.68,0.19,1.5075,0,0,2,11
1195,0.585,0.145,0.983,0,0,0,9
1196,0.525,0.13,0.7395,1,0,0,9
1197,0.645,0.18,1.368,0,0,2,13
1198,0.555,0.14,0.7395,0,1,0,9
1199,0.58,0.14,0.872,0,1,0,9
1200,0.72,0.2,1.676,0,1,2,13
1201,0.58,0.145,0.837,0,1,0,15
1202,0.555,0.145,0.72,1,0,0,8
1203,0.555,0.155,0.745,0,1,0,12
1204,0.575,0.145,0.927,0,0,0,9
1205,0.62,0.16,1.136,0,1,0,9
1206,0.32,0.075,0.1785,1,0,1,6
1207,0.165,0.03,0.0215,1,0,1,4
1208,0.33,0.065,0.1545,1,0,1,7
1209,0.535,0.125,0.6125,1,0,0,7
1210,0.705,0.195,1.829,0,0,2,15
1211,0.545,0.135,0.836,0,0,0,10
1212,0.66,0.18,1.488,0,1,2,10
1213,0.62,0.17,1.206,0,1,2,11
1214,0.53,0.12,0.731,0,1,0,8
1215,0.22,0.05,0.049,1,0,1,5
1216,0.425,0.09,0.3095,1,0,1,7
1217,0.56,0.155,0.8215,1,0,0,10
1218,0.44,0.115,0.443,1,0,1,6
1219,0.475,0.13,0.5175,0,0,1,8
1220,0.575,0.135,0.8025,1,0,0,9
1221,0.575,0.16,0.955,0,1,0,14
